EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
20173              38  -0.00655331613     0.165084053     0.142314354      1.07378649      3.18692148     0.999648333     0.999630144      1.57809499     0.998070557     0.998005152     0.252232628     0.998597207     0.998549655 5.94051319e-005     0.999762408      1.45686621      1.38780187     0.999658481
20196              19    0.0301794171     0.370122619     0.217083752 4.81755323e-006     0.550727024     0.946924643     0.941027381      1.93446407      0.84106589     0.829713454     0.217097204     0.946924641     0.943133544    0.0743758269     0.742261473     0.553550945     0.647272086     0.974512436
20231              24    0.0209377554    0.0589874566    0.0105194953 3.69165328e-006     0.721827604     0.453090598     0.406212649     0.356572548     0.410445852     0.377692844    0.0105269085     0.453090511      0.42270665   0.00621613836     0.975441711    0.0400737213     0.179510508     0.521809615
20244              23    0.0104079222     0.345839981     0.260347986 4.93437791e-005      1.12785436     0.970331004     0.967633823      1.82207498     0.900437333     0.894580706     0.260332991     0.970331003     0.968585768     0.534011732    0.0922768167     0.850430699     0.832666084     0.977398708
20281              20   -0.0258498352      1.87646287     0.777940355      6.59926134      15.5365329     0.999980329     0.999978221       7.6735121      0.99953097     0.999498623      2.70187653     0.996823716     0.996604662  0.000709139971     0.997167459      33.5805573      1.65481186      0.99998786
20328              21    0.0375831448    0.0425637589    0.0408501029     0.791557266     0.797833158     0.908044067     0.898848474      1.11080885     0.898293832     0.891732143    0.0807224051     0.898222616     0.891656333     0.493258955     0.115160067     0.206476393     0.481619244     0.862757594
20389              30    0.0280224599     0.650740842     0.407822179 1.09388298e-005     0.159848792     0.965602597     0.963309437      2.04505098     0.908264531     0.904276032     0.407833213     0.965602597     0.964107057     0.219955997     0.408836699       1.3100652     0.772788441     0.975949821
20531              21     0.012081282               0   -0.0084756874 9.95602744e-006    0.0127404125     0.870472876     0.857520163 3.33559245e-005     0.581799811     0.554819153  -0.00846179317     0.870470713     0.862113985    0.0631130758     0.776632277   0.00231380973    -0.440909725     0.751302575
20557              29   0.00294248344    0.0039187009   0.00133540064 2.49281382e-005    0.0223047026     0.494336763     0.459057932     0.112258542     0.421410967     0.395111466   0.00132938461     0.494297824     0.471311362     0.487946368     0.118428532   0.00561841335      0.19549127      0.49943428
20560              21   0.00865066078     0.373537807     0.127136511      2.87079272      1.81502005      0.99971639     0.999688028      3.23429562     0.998388952     0.998285013     0.554717743     0.983137351     0.982049438    0.0177754244     0.931360194      5.58564748      1.57649126     0.998036193
20627              20    0.0190959666     0.494249516  -0.00532219387       4.5653406      5.29054304     0.999877921     0.999864841      4.55464209     0.999877428     0.999868974      1.02960944     0.979239078      0.97780729   0.00202389043     0.991937108      16.1598319      1.83214768     0.999089987
20763              28   -0.0060215436     0.423469712     0.279893913      2.56012543      2.09324932     0.999651787     0.999626914      3.22209393     0.997160311     0.997028232     0.710648014     0.993086794     0.992765249    0.0447979031     0.835845386      5.65334587      1.51385858     0.999644614
20775              18    0.0175425263      1.21161053     0.819414186 1.92167928e-005     0.368034432     0.977980698     0.975338382      3.88136479     0.938318944     0.933574247     0.819406166     0.977980698     0.976286906    0.0731169159     0.746029208      2.62521041     0.863952664     0.981354936
20945              18   0.00159383581     0.307316401    0.0417448267       3.3607228      2.62047425     0.999964107       0.9999598      3.49427572      0.99990883     0.999901817     0.512164374     0.992278843     0.991684908    0.0022285772     0.991125291      8.90467034      1.81629108      0.99985752
20958              19 -0.000630338258     0.521447843     0.126300347       4.0239828      3.38441639     0.999935938      0.99992882      4.37527667     0.999622006     0.999595007     0.739025441     0.991576544     0.990974869   0.00168639625     0.993277109      12.5685363      1.76345641     0.999774994
20959              18    0.0351089892     0.326210601     0.181745754 2.89126845e-005      1.38509557     0.890207407     0.877032296       1.6594488     0.744341233     0.724675174     0.181770981     0.890207391     0.881761805      0.63125308    0.0510992016     0.449119313     0.580667402      0.94293269
20991              22    0.0250913169     0.103963849    0.0891476491      0.55074448     0.414009169      0.97772889     0.975640973      1.25756337     0.944776957     0.941430106     0.108855882     0.975999059     0.974544457     0.121408847     0.613826588     0.320756593     0.675689787     0.961129981
21029              24   0.00259466083  0.000109664545  -0.00126213612     0.129737771   0.00542179559     0.115934632    0.0401576007    0.0160353364    0.0471790876  -0.00575540753 -5.08170537e-005    0.0491496504  -0.00367536904     0.361198595     0.220236219   0.00221445731   -0.0179681634    0.0543183176
21129              26   -0.0130991789      1.13496448     0.955021829      3.17854096      3.42388866     0.999652415     0.999624974       4.8303582     0.995700083     0.995479574      1.60579661     0.997595524     0.997472218    0.0067755347     0.973261425      9.56555444      1.29317611     0.999701423
21219              36     0.041415259     0.261142122      0.10318821 4.27036364e-006     0.428407579     0.939815315     0.936532514     0.992457069     0.840598049     0.834905122     0.103194847      0.93981531     0.937665857     0.147431131     0.552084665      0.30823582     0.531124872     0.974826655
21238              32    0.0373935787      0.52494101     0.421672924 2.73195956e-005      1.99205597     0.995642279     0.995369921      2.23763003     0.969114786     0.967854165     0.421681381     0.995642279     0.995464413    0.0433002498     0.840877435      1.34706983     0.773954189     0.996687128
21252              19    0.0467677736     0.299086177     0.147868957 1.44862338e-005     0.440231537     0.756334858     0.729260953      1.44861366      0.61983009     0.592675096     0.147868024     0.756334855     0.738930202     0.223690356      0.40246386      0.35284932      0.48339423     0.823605046
21275              49    0.0026424511       0.4903619     0.303879857      2.08103695      6.07905543     0.999779673     0.999771089      2.60894852     0.997842249     0.997786922     0.768028201     0.994603617     0.994465248  0.000183478836     0.999266354      4.65778063      1.46485629     0.999348185
21305              18   -0.0619340719      2.55637539      1.60702445      6.19210928      5.35239686     0.999977481     0.999974779      8.60774515     0.998294792     0.998163622      3.04205883     0.998366074     0.998240387   0.00407714036     0.983823614      31.0555998      1.50282843     0.999971046
21306              32    0.0175000351     0.388027369     0.300652755     0.644134742     0.480452094     0.997173835     0.996997199      1.97729949     0.971962124     0.970817721     0.332151204     0.996860304     0.996732153    0.0152101687     0.940968733       1.2456254     0.925962707     0.996294129
21326              40   -0.0217829957     0.450435766     0.431670436      2.04235824      1.84315222     0.999635325      0.99961768        2.945482     0.997589986     0.997513478     0.742914212     0.998269832     0.998214906    0.0456778228     0.832902639      4.95822258      1.41939669     0.999783288
21333              26   0.00510176323    0.0295892772    0.0282542419 2.46276301e-006    0.0079851673     0.985352795     0.984196437     0.587537444     0.929249423     0.925621188    0.0282391489     0.985352642     0.984601496    0.0551305066     0.801920462    0.0831690984     0.665189561     0.989875319
21385              19   -0.0192373155     0.738291435     0.611889587      2.12557658      2.44407486     0.999893603     0.999881781       4.0979826     0.985819868     0.984807002     0.820047677     0.998131386     0.997997913    0.0303845066     0.885524239      5.00482448      1.26778957     0.999830607
21405              22     0.010794024     0.116549609    0.0439686776 1.70601398e-005     0.267510477     0.898345283     0.888815154      0.79929501     0.808422337     0.796811569    0.0439606624     0.898345255     0.892184361   0.00356908725     0.985825015     0.112811539     0.561104929     0.921949921
